u,v,mode,distance_km,terrain,route_ref,lanes,highway,bridge,tunnel,surface,osm_way_id
AGT,n1296647009,road,0.32,plain,primary,2,primary,0,0,,361146852
AGT,n1296647052,road,0.11,plain,primary,2,primary,0,0,asphalt,1321470720
AGT,n1296647826,road,1.14,plain,primary,2,primary,0,0,,114464766
AGT,n1296647863,road,1.38,plain,secondary,2,secondary,0,0,,114464810
AGT,n2519982799,road,2.68,plain,NH8,2,trunk,0,0,,244710730
AGT,n2519982861,road,2.34,plain,NH8,2,trunk,0,0,,244710730
AGT,n3657296463,road,13.15,mountain,secondary,2,secondary,0,0,,244710717
AGT,n9691272768,road,0.57,plain,primary,2,primary,0,0,,1054609092
AZL,n1683573369,road,15.34,mountain,NH6,2,trunk,0,0,,1058852502
AZL,n2018049269,road,14.47,mountain,NH108,2,trunk,0,0,asphalt,192353760
AZL,n2491563762,road,12.03,mountain,NH6,2,trunk,0,0,,241548750
AZL,n3887834640,road,11.38,mountain,primary,2,primary,0,0,,385437464
BNG,n1346380525,road,0.98,plain,NH27,2,trunk,0,0,,289052047
BNG,n1355674113,road,0.61,plain,MDR1,2,secondary,0,0,,759971844
BNG,n2399678417,road,0.39,plain,SH2,2,primary,0,0,,1194186907
BNG,n569197771,road,0.84,plain,SH2,2,primary,0,0,,363593104
BPT,n1364843641,road,1.64,plain,SH2,2,primary,0,0,,122066546
BPT,n2364711646,road,9.54,plain,NH427,2,trunk,0,0,,227831387
BPT,n2364711962,road,17.17,plain,SH8,2,primary,0,0,,227891039
BPT,n5054902785,road,0.86,plain,secondary,2,secondary,0,0,,518128391
BPT,n5058289377,road,5.73,plain,secondary,2,secondary,0,0,,518128365
BPT,n5058289949,road,10.09,plain,NH427,2,trunk,0,0,,227831379
BYR,n566693484,road,1.9,plain,NH6,2,trunk,0,0,,611197747
BYR,n9049141712,road,1.94,plain,NH6,2,trunk,0,0,,977963755
CCP,n2084597038,road,18.54,mountain,NH2,2,trunk,0,0,,237684205
CCP,n245721623,road,0.26,plain,NH102B,2,trunk,0,0,,676861475
CCP,n2501001558,road,2.25,plain,NH102B,2,trunk,0,0,,667742648
CCP,n6341037283,road,0.26,plain,secondary,2,secondary,0,0,paved,677203930
CHP,n245712869,road,3.09,mountain,NH6,2,trunk,0,0,,281833608
CHP,n2917220465,road,15.7,mountain,NH6,2,trunk,0,0,,288173837
DBG,n1133640064,road,1.01,plain,secondary,2,secondary,0,0,,97945343
DBG,n1380569336,road,2.69,plain,secondary,2,secondary,0,0,,229193381
DBG,n567357394,road,3.53,hilly,primary,2,primary,0,0,,434004792
DBG,n958143621,road,3.22,plain,primary,2,primary,0,0,,851963468
DBR,n569317441,road,4.83,plain,NH127B,2,trunk,0,0,asphalt,120947421
DBR,n5775206340,road,4.28,plain,secondary,2,secondary,0,0,,609751740
DMN,n1118544396,road,5.34,plain,primary,2,primary,0,0,asphalt,69259916
DMN,n1118585624,road,0.38,plain,primary,2,primary,0,0,,496910374
DMN,n1472751040,road,12.25,hilly,NH208A,2,trunk,0,0,,133808247
DMN,n3701304166,road,0.13,plain,secondary,2,secondary,0,0,asphalt,366140074
DMP,n2084877918,road,2.43,plain,secondary,2,secondary,0,0,,198347354
DMP,n2469894339,road,4.27,hilly,AH1,2,secondary,0,0,,198347318
DMP,n3880251374,road,0.14,plain,NH129A,2,trunk,1,0,,384669798
DMP,n4332977319,road,1.44,plain,NH329A,2,trunk,0,0,,435384143
DMP,n567785637,road,1.25,plain,NH129,2,trunk,0,0,,389832024
DMP,n569069388,road,2.47,plain,AH1,2,primary,0,0,,198347332
DMP,n5894647195,road,0.36,plain,secondary,2,secondary,0,0,,198347367
DPU,n4332976460,road,20.16,hilly,NH329A,2,trunk,0,0,,435384144
DPU,n5730492021,road,2.47,plain,NH329,2,trunk,0,0,,289248396
DPU,n6018333336,road,9.67,plain,NH329,2,trunk,0,0,asphalt,22826880
GAU,n566686288,road,2.82,plain,secondary,2,secondary,0,0,,51188917
GAU,n653107330,road,0.47,plain,secondary,2,secondary,0,0,,51188922
GAU,n653109503,road,0.66,plain,secondary,2,secondary,0,0,,51189498
GAU,n653996522,road,0.97,plain,secondary,2,secondary,0,0,,44644633
GAU,n653997443,road,0.24,plain,secondary,2,secondary,0,0,asphalt,122031554
GLG,n2309538098,road,0.32,plain,SH1,2,primary,0,0,asphalt,1305554335
GLG,n2316320952,road,1.22,plain,SH34,2,primary,0,0,asphalt,1090897009
GLG,n2316321086,road,1.4,plain,secondary,2,secondary,0,0,asphalt,610533324
GLG,n2328371875,road,3.48,plain,SH1,2,primary,0,0,asphalt,22832982
GLG,n2362861882,road,3.93,plain,secondary,2,secondary,0,0,,227632585
GLG,n2362861928,road,5.11,plain,SH34,2,primary,0,0,asphalt,227632582
GLG,n5781761776,road,0.14,plain,secondary,2,secondary,0,0,asphalt,610533324
GLP,n1133639868,road,6.06,hilly,SH46,2,primary,0,0,,363595961
GLP,n1133640141,road,2.77,plain,SH46,2,primary,0,0,,97945349
GLP,n569195257,road,5.58,plain,SH12A,2,primary,0,0,,97945300
GTK,n1428989853,road,1.16,plain,NH310,2,trunk,0,0,,156016655
GTK,n1431067708,road,3.59,mountain,NH310,2,trunk,0,0,,129776811
GTK,n1431863146,road,0.08,plain,SH2,2,primary,1,0,,349119629
GTK,n603492910,road,0.94,plain,primary,2,primary,0,0,,232178412
GTK,n703559484,road,1.32,plain,NH 717A,2,trunk,0,0,,129846022
GTK,n974862524,road,4.7,mountain,SH1,2,primary,0,0,asphalt,742390371
GTK,n983120116,road,0.68,plain,NH10,2,trunk,0,0,,695987648
HFL,n2926094680,road,1.28,plain,NH27,2,trunk,0,0,,1316530146
HFL,n3173578975,road,4.14,mountain,NH627,2,trunk,0,0,,384550870
HFL,n5451398382,road,1.92,plain,NH27,2,trunk,0,0,,1379309757
IMP,n1118584496,road,2.33,plain,primary,1,primary,0,0,asphalt,385538849
IMP,n1118584542,road,0.48,plain,primary,2,primary,0,0,,1043707732
IMP,n1118584562,road,0.84,plain,NH202,2,trunk,0,0,,258107994
IMP,n1118584799,road,0.53,plain,secondary,2,secondary,0,0,,1043702731
IMP,n1425144213,road,5.55,plain,NH137A,2,trunk,0,0,,339014307
IMP,n3462002941,road,3.47,plain,NH2,2,trunk,0,0,,664829187
IMP,n3927939822,road,6.36,plain,NH2,2,trunk,0,0,,1043418009
IMP,n569042398,road,2.39,plain,NH102,2,trunk,0,0,,69260685
IMP,n569053870,road,0.7,plain,NH37,2,trunk,0,0,,1043687817
IMP,n569067215,road,6.0,plain,NH2,2,trunk,0,0,,1043412130
IMP,n9603015276,road,1.16,plain,NH2,2,trunk,0,0,,1053277388
ITN,n1431589497,road,3.59,hilly,secondary,2,secondary,0,0,,1127721162
ITN,n2465117885,road,6.3,hilly,NH415,2,trunk,0,0,,1122020468
ITN,n835332183,road,0.42,plain,NH415,4,trunk,0,0,,238707426
JGP,n12590293904,road,0.77,plain,trunk,2,trunk,1,0,,1362575360
JGP,n12590294098,road,0.43,plain,trunk,2,trunk,0,0,,1360101046
JGP,n1355673979,road,2.38,plain,secondary,2,secondary,0,0,,121039875
JGP,n2466195264,road,1.29,plain,NH17,2,trunk,0,0,,238820998
JGP,n569195513,road,2.31,plain,NH17,2,trunk,1,0,,44892515
JRT,n10029435603,road,5.76,plain,NH715,2,trunk,0,0,asphalt,359656499
JRT,n1938599991,road,4.45,plain,NH702D,2,trunk,0,0,asphalt,358944926
JRT,n1939470857,road,2.17,plain,secondary,2,secondary,0,0,,358944867
JRT,n1987687456,road,0.61,plain,SH33,2,primary,0,0,asphalt,358944941
JRT,n1987718922,road,3.76,plain,NH715,2,trunk,0,0,,375444666
JRT,n1987938102,road,7.95,plain,SH32,2,primary,0,0,asphalt,358944988
JRT,n3861818209,road,1.75,plain,secondary,2,secondary,0,0,asphalt,188177026
JWI,n2882121008,road,4.6,hilly,NH206,2,trunk,0,0,,284469038
JWI,n568991695,road,0.23,plain,NH206,2,trunk,0,0,,288178190
JWI,n568991812,road,2.1,plain,secondary,2,secondary,0,0,,1092780812
KHM,n2164879904,road,6.31,mountain,NH2,2,trunk,0,0,,129815384
KHM,n2469698539,road,27.41,mountain,NH29,2,trunk,0,0,,129815376
KHM,n3884004623,road,10.33,mountain,primary,2,primary,0,0,,385045690
KHM,n3888209854,road,28.11,mountain,secondary,2,secondary,0,0,,385475510
KHM,n569068855,road,5.04,mountain,NH2,2,trunk,0,0,,44886105
KHM,n569070151,road,3.14,hilly,NH29,2,trunk,0,0,,44886115
KHM,n5903313818,road,3.79,hilly,NH29,2,trunk,0,0,,1353575337
KHM,n5929094139,road,2.97,plain,primary,2,primary,0,0,,751071340
KHM,n6286331577,road,5.18,hilly,primary,2,primary,0,0,,129815395
KLB,n2491833905,road,2.88,plain,NH6,2,trunk,0,0,,678567494
KLB,n2491838646,road,13.16,mountain,NH6,2,trunk,0,0,,241573447
KLB,n2492599802,road,16.79,mountain,NH306,2,trunk,0,0,,241573450
KRJ,n2051081415,road,0.11,plain,Kj-M-6,2,secondary,1,0,concrete,628793511
KRJ,n4605252080,road,5.75,plain,NH37,2,trunk,0,0,,242787379
KRJ,n4636429282,road,1.23,plain,Kj-M-14,2,secondary,0,0,asphalt,469272285
KRJ,n567779380,road,1.21,plain,primary,2,primary,0,0,asphalt,44769327
KRJ,n567779496,road,2.72,plain,NH37,2,trunk,0,0,,194605369
LGL,n2454472096,road,28.12,mountain,NH2,2,trunk,0,0,,284308755
LGL,n2454560369,road,25.52,mountain,NH2,2,trunk,0,0,,636098182
LGL,n3881589158,road,11.01,mountain,NH302,2,trunk,0,0,,238085917
LGL,n6188301434,road,0.11,plain,primary,2,primary,1,0,,660983623
LMD,n6240253864,road,0.19,plain,secondary,2,secondary,0,0,,666511131
LMD,n7869322450,road,1.08,plain,NH27,2,trunk,0,0,,843621723
MKG,n2453831034,road,6.49,hilly,NH2,2,trunk,0,0,,237490856
MKG,n2453869882,road,3.74,mountain,NH2,2,trunk,0,0,asphalt,266488533
MKG,n2459411796,road,7.89,mountain,NH202,2,trunk,0,0,asphalt,266793056
MKG,n2682279843,road,2.65,plain,secondary,2,secondary,0,0,,376267081
MKG,n2717174489,road,1.76,plain,primary,2,primary,0,0,,266137710
MKG,n3179658554,road,27.47,mountain,NH202,2,trunk,0,0,asphalt,263220714
NGN,n10613663276,road,1.25,plain,SH3,2,primary,0,0,,1138602979
NGN,n1133672936,road,1.15,plain,SH47,2,primary,0,0,,97947848
NGN,n1274292906,road,2.64,plain,SH18,2,primary,0,0,,146351046
NGN,n1668477077,road,2.5,plain,primary,2,primary,0,0,,97947840
NGN,n5208962955,road,0.94,plain,primary,2,primary,0,0,,1201742747
NGN,n5208964276,road,0.29,plain,SH3,2,primary,0,0,,1138597501
NGN,n567382329,road,1.83,plain,primary,2,primary,0,0,,1320439865
NGN,n567382443,road,1.92,plain,secondary,2,secondary,0,0,asphalt,1192916936
NGN,n567382444,road,1.71,plain,secondary,2,secondary,0,0,asphalt,1111058013
NGN,n5792829710,road,5.95,plain,secondary,2,secondary,0,0,,146351050
NHL,n1696836896,road,0.87,plain,NH713A,2,trunk,0,0,,1127471946
NHL,n835331862,road,1.64,plain,NH415,2,trunk,0,0,,238707432
NHL,n835332110,road,0.67,plain,NH415,2,trunk,0,0,,636948692
NLB,n12503857426,road,0.23,plain,SH9,2,primary,0,0,,253663164
NLB,n1346434831,road,1.16,plain,NH27,2,trunk,0,0,,572687682
NLB,n2365493065,road,0.17,plain,secondary,2,secondary,1,0,,227920654
NLB,n2365493248,road,0.3,plain,secondary,2,secondary,0,0,,363593128
NLB,n2595623178,road,5.02,plain,SH9,2,primary,0,0,,1254970098
NLB,n4281664938,road,2.97,plain,NH27,2,trunk,0,0,,572687681
NLB,n5498007748,road,7.72,plain,SH9,2,primary,0,0,,488369731
NLK,n1698435691,road,0.48,plain,SH21,2,primary,0,0,,1092487157
NLK,n5070063190,road,0.78,plain,secondary,2,secondary,0,0,,1120287738
NLK,n5775285599,road,1.77,plain,SH21,2,primary,0,0,,225365514
NMS,n245761083,road,2.73,plain,NH15,2,trunk,0,0,,294737955
NMS,n835158995,road,1.69,plain,NH15,2,trunk,0,0,,294737955
PDU,n10855708561,road,3.46,hilly,primary,3,primary,1,0,asphalt,1303639550
PDU,n458985962,road,0.9,plain,secondary,2,secondary,0,0,,44641120
PDU,n566708988,road,1.66,plain,secondary,2,secondary,0,0,,588791117
PDU,n653097355,road,1.75,plain,primary,3,primary,1,0,asphalt,1303639550
PSG,n1699637756,road,2.4,plain,secondary,2,secondary,0,0,,157708587
PSG,n2335379379,road,7.83,plain,NH515,2,trunk,0,0,,169984537
PSG,n835239014,road,2.42,plain,NH515,2,trunk,0,0,,222332168
PSG,n8890657875,road,21.84,mountain,primary,2,primary,0,0,,157708619
SCR,n2035724347,road,8.73,plain,SH38,2,primary,0,0,,193042608
SCR,n2035724540,road,0.17,plain,secondary,2,secondary,0,0,,388095730
SCR,n2051087475,road,0.47,plain,NH37,2,trunk,1,0,,197997723
SCR,n2081914509,road,0.21,plain,secondary,2,secondary,0,0,,388096214
SCR,n3158879343,road,1.52,plain,CA-M-016,2,secondary,0,0,asphalt,1328432545
SCR,n3158879810,road,5.07,hilly,CA-M-016,2,secondary,0,0,asphalt,1266645998
SCR,n3158888700,road,0.37,plain,secondary,2,secondary,0,0,,310464288
SCR,n5298833847,road,1.52,plain,secondary,2,secondary,0,0,asphalt,1341950977
SCR,n567777065,road,0.39,plain,primary,2,primary,0,0,,197997730
SCR,n567780178,road,2.44,plain,NH37,2,trunk,0,0,asphalt,862826096
SHL,n2035724376,road,5.98,mountain,trunk,2,trunk,0,0,asphalt,329075052
SHL,n2766374227,road,18.52,mountain,trunk,2,trunk,0,0,asphalt,332367223
SHL,n567393760,road,5.5,mountain,NH106,2,trunk,0,0,,345009374
SHL,n6255618580,road,3.42,hilly,secondary,2,secondary,0,0,asphalt,668046957
SHL,n664137361,road,0.42,plain,NH6,2,trunk,0,0,,271722751
SLG,n1315480175,road,0.46,plain,SH12A,2,primary,0,0,asphalt,1450730767
SLG,n1315564198,road,0.6,plain,NH10,2,trunk,0,0,paved,116768722
SLG,n1323791747,road,1.15,plain,secondary,2,secondary,0,0,paved,609959098
SLG,n1324370307,road,5.96,plain,SH12,2,primary,0,0,paved,119546657
SLG,n566712788,road,0.18,plain,NH10,2,trunk,1,0,paved,57626057
SLG,n692800692,road,5.65,plain,NH110,2,trunk,0,0,,116637502
SVS,n1676939173,road,2.14,plain,secondary,2,secondary,0,0,,155294099
SVS,n2308253319,road,8.5,plain,NH702C,2,trunk,0,0,asphalt,155294101
SVS,n567356776,road,0.87,plain,secondary,2,secondary,0,0,,526598525
SVS,n567356791,road,0.38,plain,NH2,2,trunk,0,0,,44719353
TSK,n1015933192,road,0.98,plain,NH315A,2,trunk,0,0,,132967569
TSK,n2885143592,road,1.04,plain,NH315A,2,trunk,0,0,paved,374407665
TSK,n4323995076,road,1.77,plain,SH-005,2,primary,0,0,asphalt,434027851
TSK,n958036241,road,0.95,plain,primary,2,primary,0,0,,82262517
TSK,n958143666,road,4.36,plain,primary,2,primary,0,0,,851963451
TUR,n2466235249,road,6.19,mountain,NH217,2,trunk,0,0,asphalt,238824593
TUR,n2466235899,road,3.86,hilly,NH217,2,trunk,0,0,asphalt,238824555
TUR,n3898034432,road,5.64,mountain,primary,2,primary,0,0,,1223720894
TWG,n1463091034,road,4.46,mountain,secondary,2,secondary,0,0,,972663000
TWG,n1463092405,road,15.56,mountain,NH13,2,secondary,0,0,,300906038
TWG,n2463170723,road,3.06,hilly,NH13,2,trunk,0,0,,540412989
TWG,n2519160722,road,1.16,plain,secondary,2,secondary,0,0,,972662955
TZP,n567485961,road,1.73,plain,primary,2,primary,0,0,,44736737
TZP,n567486083,road,0.21,plain,secondary,2,secondary,0,0,,130149151
TZP,n567512068,road,1.59,plain,primary,2,primary,0,0,asphalt,1305429502
TZP,n7692786254,road,1.7,plain,secondary,2,secondary,0,0,,168275000
UDP,n2461654208,road,13.01,plain,NH-8,2,trunk,0,0,asphalt,976012200
UDP,n2461654590,road,0.84,plain,NH8,2,trunk,0,0,,1127451319
UDP,n2520369985,road,10.51,hilly,NH8,2,trunk,0,0,,311664419
UDP,n3885879576,road,22.84,mountain,primary,2,primary,0,0,,385233101
WKH,n2084974003,road,9.6,hilly,secondary,2,secondary,0,0,,198357881
WKH,n2455740106,road,5.3,mountain,NH2,2,trunk,0,0,,857949603
WKH,n2455767779,road,6.27,hilly,NH2,2,trunk,0,0,,854830658
WKH,n245746382,road,15.1,mountain,SH 4,2,primary,0,0,,426766209
ZRO,n2463770993,road,1.47,plain,NH13,2,trunk,0,0,,1483888556
ZRO,n2463771438,road,4.21,mountain,NH13,2,trunk,0,0,,565001715
n10029435603,n3637671395,road,1.97,plain,NH715,2,trunk,0,0,asphalt,359656499
n10045466628,n12328420095,road,0.1,plain,NH37,2,trunk,0,0,concrete,1332586367
n10045466628,n567779531,road,0.1,plain,NH37,2,trunk,0,0,concrete,1332586368
n10083647515,n10083658519,road,0.35,plain,secondary,2,secondary,0,0,,1101933633
n10106865512,n12335661636,road,1.1,plain,Kj-M-6,2,secondary,0,0,,1345170612
n10106865512,n12398775095,road,0.73,plain,Kj-M-11,2,secondary,0,0,,1340391904
n10106865512,n12398783654,road,0.4,plain,Kj-M-6,2,secondary,0,0,paved,1345201646
n10106865512,n12398800971,road,0.85,plain,Kj-M-11,2,secondary,0,0,paved,1340395690
n10106865512,n12398805010,road,0.99,plain,Kj-M-4,2,secondary,0,0,,1340395694
n1013084171,n2328052983,road,1.58,plain,secondary,2,secondary,0,0,,87141154
n1013084171,n975649155,road,0.23,plain,secondary,2,secondary,0,0,,87141156
n10133380464,n2455739363,road,8.14,mountain,primary,2,primary,0,0,,785287149
n10155070562,n10155070585,road,1.28,plain,SH-007,2,primary,0,0,paved,1306789184
n10155070562,n9566699565,road,2.6,plain,SH-007,2,primary,0,0,paved,1306789188
n10155070585,n12102220275,road,3.57,plain,SH-007,2,primary,0,0,asphalt,1306789186
n10158835784,n12466572286,road,0.95,plain,secondary,2,secondary,0,0,asphalt,1347732051
n1015933190,n1015933192,road,1.04,plain,NH315A,2,trunk,0,0,,1127395430
n1015933190,n1015933220,road,0.96,plain,NH315A,2,trunk,0,0,,480754517
n1015933220,n986498396,road,8.18,plain,NH315A,2,trunk,0,0,,83804440
n10213828706,n10292560834,road,0.13,plain,trunk,2,trunk,1,0,,1125539194
n10213828706,n1516328028,road,1.6,plain,trunk,2,trunk,0,0,,1116771460
n10214421941,n5473366110,road,2.21,plain,NH108B,2,trunk,0,0,,1116861112
n10214421941,n9676785237,road,1.65,plain,NH108B,2,trunk,0,0,,1353679524
n10216581821,n1516328028,road,0.58,plain,trunk,2,trunk,0,0,,1349164232
n10216581821,n5473365530,road,2.48,plain,trunk,2,trunk,0,0,,1117083364
n10246471099,n2305919524,road,0.64,plain,NH315,2,trunk,0,0,,1125787958
n10246471099,n2305919562,road,5.12,plain,NH315,2,trunk,0,0,asphalt,97949904
n10248662682,n6284459821,road,2.26,plain,NH15,2,trunk,0,0,,1120537204
n10248662682,n7947044712,road,1.13,plain,NH15,2,trunk,0,0,,1054669186
n10250450247,n10250450248,road,0.1,plain,SH43,2,primary,1,0,asphalt,1120732758
n10250450247,n2389849093,road,3.62,plain,SH43,2,primary,0,0,asphalt,69412780
n10250450248,n2316322976,road,0.51,plain,SH43,2,primary,0,0,asphalt,1120732759
n10250451041,n4324014459,road,0.17,plain,SH-005,2,primary,1,0,asphalt,1120734043
n10250451041,n6742707513,road,3.16,plain,SH-005,2,primary,0,0,asphalt,717953811
n10255327242,n1692786226,road,1.12,plain,NH15,2,trunk,0,0,,1121188676
n10255327242,n1692786240,road,0.68,plain,NH15,2,trunk,0,0,,1121188679
n10262279665,n10262284811,road,3.38,plain,NH2,2,trunk,0,0,,1122027801
n10262279665,n6234442212,road,0.34,plain,NH2,2,trunk,0,0,,1122027799
n10262284811,n569041691,road,1.89,plain,NH2,2,trunk,0,0,,665958288
n10264865634,n1425144163,road,4.15,plain,NH102,2,trunk,0,0,,198312321
n10264865634,n2342017833,road,0.94,plain,NH102,2,trunk,0,0,,1122285283
n10265667796,n569041716,road,1.15,plain,NH102,2,trunk,0,0,,1122439077
n10265667796,n569041777,road,0.31,plain,NH102,2,trunk,0,0,,1122439076
n10265688213,n569041845,road,1.05,plain,NH102,2,trunk,0,0,,662336239
n10265688213,n8407841320,road,1.4,plain,NH102,2,trunk,0,0,,1122424620
n10265749517,n569041845,road,0.45,plain,NH102,2,trunk,0,0,,237996486
n10265749517,n569041851,road,0.59,plain,NH102,2,trunk,0,0,,1122432924
n10266912010,n1516327707,road,12.82,hilly,secondary,2,secondary,0,0,,138303256
n10266912010,n1516327959,road,0.12,plain,secondary,2,secondary,1,0,,1122568989
n10272701331,n4636876445,road,0.36,plain,primary,2,primary,0,0,,1123280630
n10272701331,n7160990194,road,2.36,plain,primary,2,primary,0,0,,1123275987
n10272734400,n4636876445,road,1.11,plain,primary,2,primary,0,0,,1123280679
n10275531092,n2081914644,road,0.98,plain,NH6,2,trunk,0,0,,1123598753
n10275531092,n2491879775,road,0.35,plain,NH6,2,trunk,0,0,,1123598751
n10277702327,n2491876737,road,2.01,plain,NH6,2,trunk,0,0,asphalt,540997668
n10277702327,n5232412663,road,0.43,plain,NH6,2,trunk,0,0,asphalt,1326365000
n10290751771,n2885143613,road,0.82,plain,SH-005,2,primary,0,0,asphalt,1125324407
n10290751771,n6737201419,road,2.07,plain,SH-005,2,primary,0,0,asphalt,1125324408
n10290865162,n746951021,road,3.34,plain,primary,2,primary,0,0,,238668528
n10290865162,n958034784,road,1.29,plain,primary,2,primary,0,0,,1125542602
n10292560834,n2917752108,road,1.82,plain,trunk,2,trunk,0,0,,1125539192
n10300198982,n2461992757,road,10.54,mountain,NH108,2,trunk,0,0,,1126443698
n10300198982,n2462047096,road,4.89,mountain,NH108,2,trunk,0,0,,238358436
n10302235707,n245756196,road,5.49,plain,NH15,2,trunk,0,0,,155248829
n10302235707,n7781820612,road,0.97,plain,NH15,2,trunk,0,0,,1126664291
n10304096999,n567378670,road,1.67,plain,NH715,2,trunk,0,0,asphalt,44721415
n10304096999,n567378692,road,5.05,plain,NH715,2,trunk,0,0,asphalt,44721415
n10304104605,n567378740,road,1.12,plain,NH715,2,trunk,0,0,,1305376873
n10304104605,n567378785,road,0.3,plain,NH715,2,trunk,0,0,,228977890
n10308074904,n13301574171,road,1.84,plain,secondary,2,secondary,0,0,,1450268323
n10308074904,n6240163841,road,1.07,plain,secondary,2,secondary,0,0,,1127423080
n10308421462,n10548663503,road,1.62,plain,secondary,2,secondary,0,0,,1131557777
n10308421462,n1858242071,road,5.42,hilly,secondary,2,secondary,0,0,,1127461235
n10308693457,n10578768507,road,4.66,hilly,secondary,2,secondary,0,0,,1136963075
n10308693457,n4116853379,road,2.13,plain,secondary,2,secondary,0,0,,1127494659
n10310636689,n245724018,road,0.52,plain,Kj-M-8,2,secondary,0,0,asphalt,1127729078
n10310636689,n4117424516,road,1.3,plain,Kj-M-8,2,secondary,0,0,asphalt,1127729074
n10316090575,n12522839890,road,1.85,plain,NH29,2,trunk,0,0,,1353386499
n10316090575,n2469894339,road,0.87,plain,NH29,2,trunk,0,0,,1353386499
n10316091548,n11601635471,road,1.24,plain,NH208,2,trunk,0,0,,1248038141
n10316091548,n1516328312,road,1.69,plain,NH208,2,trunk,0,0,,1205152332
n10316679681,n10316737913,road,0.8,plain,secondary,2,secondary,0,0,,1128440555
n10316679681,n10316796037,road,0.51,plain,secondary,2,secondary,0,0,,1128447797
n10316737913,n10538897392,road,0.66,plain,secondary,2,secondary,0,0,,1130860115
n10316796037,n10536274640,road,0.97,plain,secondary,2,secondary,0,0,,1130548552
n10536208468,n10536208503,road,0.55,plain,Kj-M-1,2,secondary,0,0,,1133049368
n10536208503,n10536208527,road,0.68,plain,KJ-M-003,2,secondary,0,0,paved,659763959
n10536208503,n10564333948,road,1.02,plain,KJ-M-003,2,secondary,0,0,paved,1334735436
n10536208527,n10536208542,road,1.05,plain,KJ-M-003,2,secondary,0,0,asphalt,1330410772
n10536208542,n10536208546,road,0.29,plain,KJ-M-003,2,secondary,0,0,,1330475673
n10536208546,n10564426749,road,1.35,plain,Kj-M-1,2,secondary,0,0,,1330373711
n10536208546,n6165382456,road,1.51,plain,KJ-M-003,2,secondary,0,0,,1330410773
n10536274640,n10536274675,road,1.21,plain,secondary,2,secondary,0,0,,1130548551
n10536274675,n10610870946,road,1.35,plain,secondary,2,secondary,0,0,,1138299685
n10536337108,n10536341847,road,1.67,plain,secondary,2,secondary,0,0,,1130558225
n10536337108,n6195752548,road,1.27,plain,secondary,2,secondary,0,0,,1130557422
n10536341847,n10542401530,road,1.97,plain,secondary,2,secondary,0,0,,1131093628
n10538897392,n13449554481,road,1.65,plain,secondary,2,secondary,0,0,,1466392807
n10542401530,n10542636435,road,1.76,plain,secondary,2,secondary,0,0,,1131120830
n10542441849,n12423408702,road,1.36,plain,Kj-M-9,2,secondary,0,0,,1342750982
n10542441849,n4117424319,road,2.63,plain,Kj-M-9,2,secondary,0,0,,1131096269
n10542636435,n10548372060,road,1.12,plain,secondary,2,secondary,0,0,,1131522880
n10542793530,n10561388917,road,2.63,plain,Kj-M-9,2,secondary,0,0,asphalt,1352089564
n10542793530,n5232412838,road,1.43,plain,Kj-M-9,2,secondary,0,0,asphalt,1131140725
n10548372060,n10559317282,road,2.52,plain,secondary,2,secondary,0,0,,1132445586
n10548518804,n10548518805,road,0.08,plain,secondary,2,secondary,1,0,,1131538320
n10548518804,n1118544718,road,6.1,hilly,secondary,2,secondary,0,0,,1131538319
n10548518805,n3884089936,road,2.1,plain,secondary,2,secondary,0,0,,1232120507
n10548663503,n10548664908,road,1.59,plain,secondary,2,secondary,0,0,,1131558557
n10548664908,n3657296463,road,2.61,plain,secondary,2,secondary,0,0,,1132371483
n10557043312,n5797001388,road,3.4,hilly,Kj-M-10,2,secondary,0,0,,1132407003
n10557043312,n5797001437,road,0.68,plain,Kj-M-10,2,secondary,0,0,,1132207509
n10558774212,n10559072671,road,2.92,plain,Kj-M-10,2,secondary,0,0,asphalt,1332648397
n10558774212,n5797001515,road,2.67,plain,Kj-M-10,2,secondary,0,0,asphalt,1132399482
n10559072671,n2081914769,road,3.52,plain,Kj-M-10,2,secondary,0,0,asphalt,197997742
n10559317282,n10570122495,road,1.96,plain,secondary,2,secondary,0,0,,1133760604
n10561388917,n5232412848,road,3.51,mountain,secondary,2,secondary,0,0,asphalt,540997678
n10564333948,n5936564904,road,1.85,plain,KJ-M-003,2,secondary,0,0,paved,1334735437
n10564426749,n10564426780,road,1.1,plain,Kj-M-1,2,secondary,0,0,,1133065753
n10564426780,n567779315,road,1.6,plain,Kj-M-1,2,secondary,0,0,,1133066287
n10570122495,n10570159520,road,1.15,plain,secondary,2,secondary,0,0,,1133764999
n10570159520,n10610496691,road,1.53,plain,secondary,2,secondary,0,0,,1138257013
n10570246873,n2885039373,road,2.22,plain,SH41,2,primary,0,0,,1133773958
n10570246873,n4992083933,road,1.34,plain,SH41,2,primary,0,0,,284799032
n10570506815,n2595623141,road,0.18,plain,SH9,2,primary,0,0,,1133805923
n10570506815,n2595623151,road,2.22,plain,SH9,2,primary,0,0,,253663165
n10572259747,n567485174,road,0.87,plain,NH15,2,trunk,0,0,,1133985723
n10572259747,n567485269,road,7.57,plain,NH15,2,trunk,0,0,,44734381
n10577981170,n10577985180,road,0.11,plain,secondary,2,secondary,0,0,,1134678354
n10577985180,n2316322797,road,11.98,hilly,secondary,2,secondary,0,0,,230015248
