u,v,mode,distance_km,terrain,route_ref,lanes,highway,bridge,tunnel,surface,osm_way_id
n1810911577,n832590787,road,2.68,plain,secondary,2,secondary,0,0,,136316001
n1810911949,n1810912056,road,2.74,plain,primary,2,primary,0,0,,605053876
n1810912056,n1810912274,road,2.46,plain,primary,2,primary,0,0,,169939256
n1810912274,n5739565438,road,12.34,mountain,secondary,2,secondary,0,0,,169939318
n1810912357,n835357900,road,2.1,plain,SH45,2,primary,0,0,,169939316
n1811211110,n2492482085,road,4.67,hilly,NH106,2,trunk,0,0,,22827106
n1811211110,n2882205203,road,7.08,hilly,NH106,2,trunk,0,0,,22827106
n1811211110,n4021649761,road,1.3,plain,secondary,2,secondary,0,0,,399415320
n1811212098,n2328371686,road,4.52,plain,secondary,2,secondary,0,0,,627549742
n1811212098,n2376217572,road,0.23,plain,SH34,2,primary,0,0,asphalt,169974152
n1811212098,n245746382,road,2.09,plain,SH34,2,primary,0,0,asphalt,427790981
n1811241144,n1811241514,road,0.44,plain,NH102,2,secondary,0,0,,698799584
n1811241144,n1811241873,road,0.37,plain,NH102,2,secondary,0,0,,169977237
n1811241427,n1811241450,road,0.62,plain,trunk,2,trunk,0,0,,1218550856
n1811241450,n1811241847,road,0.68,plain,trunk,2,trunk,0,0,,1218550854
n1811241847,n1811241873,road,1.18,plain,trunk,2,trunk,0,0,,169977244
n1811241873,n2458560891,road,12.0,mountain,NH102,2,trunk,0,0,,237999889
n1811322234,n1811322236,road,3.02,plain,SH3,2,primary,0,0,,169984554
n1811322234,n1811322244,road,3.44,plain,SH15,2,primary,0,0,,659574421
n1811322234,n2885091573,road,4.72,plain,secondary,2,secondary,0,0,,22832927
n1811322234,n5775866712,road,3.0,plain,secondary,2,secondary,0,0,,329481192
n1811322236,n1811322239,road,8.36,plain,SH3,2,primary,0,0,,169984554
n1811322236,n2319239093,road,5.76,plain,SH15,2,primary,0,0,,222980010
n1811322239,n1811322254,road,3.67,plain,secondary,2,secondary,0,0,,968394529
n1811322239,n8972252273,road,6.17,plain,SH3,2,primary,0,0,,169984558
n1811322244,n5775866509,road,0.14,plain,SH15,2,primary,0,0,,659574419
n1811322244,n5775867338,road,3.23,plain,SH47,2,primary,0,0,,609822905
n1811322254,n1811322256,road,0.97,plain,secondary,2,secondary,0,0,,968773207
n1811322256,n2305975495,road,1.11,plain,secondary,2,secondary,0,0,,169984564
n1811322261,n2305975495,road,4.02,plain,secondary,2,secondary,0,0,,169984564
n1811322261,n8958975124,road,12.23,plain,secondary,2,secondary,0,0,,169984540
n1811322293,n1811322297,road,5.17,plain,SH47,2,primary,0,0,,169984543
n1811322293,n8973496264,road,4.51,plain,NH715A,2,trunk,0,0,,968464637
n1811322297,n8958969471,road,0.1,plain,SH47,2,primary,1,0,,968375752
n1811322351,n904877128,road,0.42,plain,NH127D,2,trunk,0,0,,1134826050
n1811322351,n904878767,road,0.28,plain,NH127D,2,trunk,0,0,,169984560
n1811322588,n2465029054,road,9.44,hilly,SH48,2,primary,0,0,paved,22832869
n1811387316,n2466242906,road,1.9,plain,NH217,2,trunk,0,0,,284682460
n1811387316,n2466243335,road,6.25,mountain,NH217,2,trunk,0,0,,1474569381
n1811387339,n2466243335,road,6.85,mountain,NH217,2,trunk,0,0,,284682424
n1811387541,n2501955934,road,0.69,plain,NH127B,2,trunk,0,0,,336983185
n1811461160,n245736680,road,8.18,hilly,secondary,2,secondary,0,0,,169997693
n1811461205,n2381337550,road,1.95,plain,SH11,2,primary,0,0,,363594815
n1811461205,n2381337775,road,4.73,plain,SH11,2,primary,0,0,,230000209
n1811461296,n1811461314,road,0.65,plain,SH10,2,primary,1,0,,424882187
n1811461296,n2385334052,road,0.7,plain,SH10,2,primary,0,0,,230000195
n1811461314,n1811461404,road,3.01,plain,SH10,2,primary,0,0,,617921585
n1811461350,n2319239324,road,0.12,plain,SH10,2,primary,1,0,,230000191
n1811461350,n2385334052,road,2.54,plain,SH10,2,primary,0,0,,230000195
n1811461404,n1811463079,road,2.95,plain,SH10,2,primary,0,0,,617921589
n1811463069,n1811534980,road,1.52,plain,secondary,2,secondary,0,0,,170002944
n1811463069,n2385334147,road,0.14,plain,secondary,2,secondary,1,0,,230000192
n1811463079,n1811463144,road,7.03,plain,SH10,2,primary,0,0,,170002947
n1811463079,n4242479794,road,0.43,plain,secondary,2,secondary,0,0,,617921586
n1811463080,n1811463215,road,9.48,plain,SH11,2,primary,0,0,,230000193
n1811463080,n245750491,road,2.95,plain,SH11,2,primary,0,0,,170002960
n1811463142,n8940020722,road,0.18,plain,secondary,2,secondary,0,0,,966317112
n1811463144,n1811463153,road,2.85,plain,SH10,2,primary,0,0,,617921588
n1811463144,n1811463262,road,6.77,plain,secondary,2,secondary,0,0,,617921587
n1811463153,n1811535023,road,1.07,plain,SH10,2,primary,0,0,,170002951
n1811463215,n1811463229,road,3.59,plain,SH10,2,primary,0,0,,170002958
n1811463215,n7781216151,road,2.72,plain,SH10,2,primary,0,0,,170002958
n1811463229,n1811534980,road,12.11,plain,secondary,2,secondary,0,0,,230000208
n1811463229,n2385334403,road,1.63,plain,SH10,2,primary,0,0,,230000211
n1811463229,n245752909,road,6.86,plain,secondary,2,secondary,0,0,,170003980
n1811534970,n2305178820,road,0.07,plain,SH11,2,primary,1,0,,833542465
n1811534970,n2381336551,road,9.54,plain,SH11,2,primary,0,0,,1134551683
n1811534970,n2381336892,road,5.83,plain,secondary,2,secondary,0,0,,833542464
n1811534970,n567484764,road,1.44,plain,secondary,2,secondary,0,0,,833542464
n1811534980,n245750491,road,6.64,plain,secondary,2,secondary,0,0,,170002944
n1811535023,n7781216150,road,4.02,plain,SH10,2,primary,0,0,,833542467
n1811535066,n2164024456,road,0.82,plain,SH10,2,primary,0,0,,488365041
n1811535066,n2517721640,road,4.54,plain,SH10,2,primary,0,0,,170002943
n1811535066,n6115571916,road,7.57,plain,secondary,2,secondary,0,0,,206391587
n1811698349,n1811698354,road,2.55,plain,secondary,2,secondary,0,0,,170018579
n1811698349,n3706635225,road,4.18,hilly,secondary,2,secondary,0,0,,184479349
n1811698354,n569317573,road,5.05,plain,NH17,2,trunk,0,0,,44902941
n1811698354,n569366497,road,1.82,plain,NH17,2,trunk,0,0,,44902941
n1811698392,n5164864064,road,6.1,plain,secondary,2,secondary,0,0,,532190269
n1811698417,n1811698428,road,2.55,plain,secondary,2,secondary,0,0,,363537332
n1811698417,n569317671,road,1.26,plain,secondary,2,secondary,0,0,,170018576
n1811698428,n3677048141,road,8.48,hilly,secondary,2,secondary,0,0,,363537332
n1811698428,n6127805395,road,1.53,plain,secondary,2,secondary,0,0,,653894637
n1811700175,n1811700177,road,0.15,plain,secondary,2,secondary,1,0,,653894639
n1811700175,n1811700189,road,1.99,plain,secondary,2,secondary,0,0,,170018564
n1811700177,n3677048141,road,4.03,plain,secondary,2,secondary,0,0,,170018573
n1811700263,n4756565874,road,6.88,plain,secondary,2,secondary,0,0,,170018567
n1811823755,n1811823832,road,5.1,plain,secondary,2,secondary,0,0,,170026564
n1811823795,n1811823835,road,4.12,hilly,secondary,2,secondary,0,0,,1355481005
n1811823832,n1811823835,road,4.24,plain,MDR,2,secondary,0,0,,170026568
n1811823835,n1811823845,road,0.28,plain,MDR,2,secondary,0,0,,1036780098
n1811823845,n1811823873,road,5.87,plain,secondary,2,secondary,0,0,,170026544
n1811823845,n4951593329,road,0.32,plain,MDR,2,secondary,0,0,,1036780098
n1811823873,n9627980425,road,2.15,plain,secondary,2,secondary,0,0,,1049265398
n1811823882,n3723078707,road,0.12,plain,MDR,2,secondary,1,0,,505139431
n1811823882,n3723078928,road,4.97,hilly,MDR,2,secondary,0,0,,170026571
n1811823966,n7954380575,road,0.85,plain,secondary,2,secondary,0,0,,170026579
n1811823966,n9627980425,road,4.04,plain,secondary,2,secondary,0,0,,1047015937
n1821511784,n3176055376,road,0.09,plain,primary,2,primary,1,0,,899349076
n1821511784,n835236798,road,3.88,plain,primary,2,primary,0,0,,1039339645
n1848134155,n2084596746,road,9.28,mountain,primary,2,primary,0,0,unpaved,198312344
n1848134155,n2501036973,road,8.47,mountain,NH102B,2,trunk,0,0,,242646805
n1848134155,n2501059288,road,13.63,mountain,NH102B,2,trunk,0,0,,242648831
n1848135971,n1848135982,road,0.26,plain,primary,2,primary,0,0,asphalt,1192493011
n1848135971,n3911460009,road,2.05,plain,primary,2,primary,0,0,,174064337
n1848135982,n1848135992,road,0.28,plain,primary,2,primary,0,0,asphalt,676861477
n1848135992,n245721623,road,0.62,plain,primary,2,primary,0,0,asphalt,387917651
n1848136368,n245726876,road,0.65,plain,NH202,2,trunk,0,0,,1043341812
n1848136368,n9602558638,road,1.54,plain,NH202,2,trunk,0,0,,238033864
n1848136381,n1848136383,road,4.79,hilly,NH202,2,trunk,0,0,,238033863
n1848136381,n245727350,road,1.05,plain,NH202,2,trunk,0,0,,1348100870
n1848136383,n1848136949,road,12.34,mountain,secondary,2,secondary,0,0,,575803712
n1848136383,n2459028911,road,8.18,mountain,NH202,2,trunk,0,0,,238033863
n1848136492,n2459029890,road,10.18,plain,secondary,2,secondary,0,0,,1510727441
n1848136492,n9195888914,road,20.62,mountain,secondary,2,secondary,0,0,,1127652899
n1848136906,n1848136926,road,1.07,plain,secondary,2,secondary,0,0,,174064339
n1848136906,n1848136983,road,8.41,mountain,secondary,2,secondary,0,0,unpaved,174064342
n1848136906,n2500946724,road,12.96,mountain,NH102A,2,trunk,0,0,,1506412574
n1848136926,n2459029890,road,4.24,hilly,NH202,2,trunk,0,0,,238035941
n1848136926,n2459080018,road,10.98,mountain,NH202,2,trunk,0,0,,238040461
n1848136926,n2584629583,road,4.56,mountain,secondary,2,secondary,0,0,,174064339
n1848136926,n3888079319,road,23.77,mountain,primary,2,primary,0,0,,198322669
n1848136926,n3888173600,road,19.45,mountain,NH102A,2,trunk,0,0,,385459681
n1848136949,n1848137043,road,19.87,mountain,secondary,2,secondary,0,0,,575867986
n1848136983,n1848137003,road,2.57,plain,secondary,2,secondary,0,0,unpaved,174064342
n1848137003,n1848137109,road,30.59,mountain,secondary,2,secondary,0,0,unpaved,364239000
n1848137109,n2459083878,road,18.42,mountain,secondary,2,secondary,0,0,,69281597
n1848137109,n2500950370,road,2.44,plain,secondary,2,secondary,0,0,,69281597
n1848137167,n2500950370,road,13.35,mountain,NH102A,2,trunk,0,0,,242636870
n1848137167,n2500977628,road,10.66,mountain,NH102A,2,trunk,0,0,,242636869
n1848137179,n1848137251,road,30.04,mountain,NH202,2,trunk,0,0,,242787117
n1848137179,n2459084757,road,2.45,plain,NH202,2,trunk,0,0,,242787117
n1848137179,n6359239941,road,35.0,mountain,secondary,2,secondary,0,0,,679125258
n1848137251,n2459237780,road,7.46,mountain,NH202,2,trunk,0,0,,238059285
n1848137251,n2469685164,road,11.64,mountain,NH29,2,trunk,0,0,,238042058
n1848205863,n2314868658,road,0.32,plain,NH315A,2,trunk,0,0,asphalt,1055085747
n1848205863,n977278706,road,1.83,plain,NH315A,2,trunk,0,0,asphalt,402883003
n1848205869,n5736469481,road,0.46,plain,SH23,2,primary,0,0,,717444901
n1848205869,n5736469499,road,0.73,plain,SH23,2,primary,0,0,,751952946
n1848205870,n5736469435,road,3.8,plain,SH23,2,primary,0,0,,174078207
n1848205870,n5736469481,road,1.26,plain,SH23,2,primary,0,0,,1046113670
n1848205872,n6737806266,road,2.08,plain,SH-1007,2,primary,0,0,asphalt,604662550
n1848205872,n986498396,road,2.9,plain,SH-1007,2,primary,0,0,asphalt,1025406800
n1848777308,n1848777309,road,0.3,plain,NH2,2,trunk,1,0,,174152900
n1848777308,n2454469669,road,17.49,mountain,NH2,2,trunk,0,0,,174152901
n1848777309,n1848821764,road,4.72,mountain,secondary,2,secondary,0,0,,663087767
n1848777309,n2454064626,road,12.53,mountain,NH2,2,trunk,0,0,,237516950
n1848777309,n6189805690,road,6.48,mountain,secondary,2,secondary,0,0,,174159659
n1848821189,n6213054276,road,15.3,mountain,secondary,2,secondary,0,0,,663784866
n1848821189,n6213158230,road,1.29,plain,secondary,2,secondary,0,0,,663793001
n1848821514,n6591581026,road,9.69,mountain,secondary,2,secondary,0,0,,663088968
n1858242050,n1858242057,road,1.58,plain,secondary,2,secondary,0,0,,1134714663
n1858242050,n4116853426,road,2.31,plain,secondary,2,secondary,0,0,,175192962
n1858242057,n1858242063,road,0.86,plain,secondary,2,secondary,0,0,,716651351
n1858242057,n2461655204,road,0.53,plain,primary,2,primary,0,0,,1007402819
n1858242057,n2461655226,road,2.75,plain,primary,2,primary,0,0,,238318594
n1858242063,n1858242071,road,2.43,plain,secondary,2,secondary,0,0,,716651351
n1858242063,n2461655204,road,0.97,plain,NH8,2,trunk,0,0,asphalt,1007402821
n1858242063,n9612624340,road,0.73,plain,NH8,2,trunk,0,0,asphalt,1007402821
n1858261180,n2520369923,road,0.18,plain,NH8,2,trunk,0,0,,1155423204
n1858261180,n3173676986,road,10.04,mountain,NH8,2,trunk,0,0,,1155423204
n1858261180,n4116852802,road,0.27,plain,secondary,2,secondary,0,0,,750969787
n1879918580,n2328077755,road,2.03,plain,secondary,2,secondary,0,0,,1276592537
n1879918580,n568597740,road,0.59,plain,secondary,2,secondary,0,0,,986980314
n1880368158,n569192352,road,0.1,plain,NH27,2,trunk,1,0,,177618203
n1880368158,n569192397,road,0.09,plain,NH27,2,trunk,0,0,,69214451
n1880368236,n2391090256,road,11.07,hilly,MDR5,2,secondary,0,0,,1285775379
n1880368273,n568598158,road,2.01,plain,SH12A,2,primary,0,0,,120108643
n1880382261,n1880382262,road,0.6,plain,secondary,2,secondary,0,0,,186586304
n1880382262,n1880382265,road,0.21,plain,secondary,2,secondary,1,0,,186586302
n1880382265,n9648392192,road,0.89,plain,secondary,2,secondary,0,0,,1049904523
n1880382270,n9648392192,road,0.08,plain,secondary,2,secondary,1,0,,1049904524
n1880382270,n9648453439,road,0.21,plain,secondary,2,secondary,0,0,,1049909572
n1880382275,n1880382314,road,3.26,plain,secondary,2,secondary,0,0,,177619326
n1880382275,n9648453439,road,2.35,plain,secondary,2,secondary,0,0,,1049851314
n1880382314,n568601726,road,12.37,plain,secondary,2,secondary,0,0,,177619324
n1884960226,n2316320668,road,3.4,plain,SH47,2,primary,0,0,,1136631819
n1884960288,n4740596435,road,0.08,plain,NH13,2,trunk,1,0,,481114997
n1884960288,n746931794,road,0.86,plain,NH13,2,trunk,0,0,,481114993
n1884960318,n958035154,road,0.28,plain,NH13,2,trunk,1,0,,481114992
n1884960318,n958036050,road,12.34,plain,NH13,2,trunk,0,0,,82262496
n1884960398,n1884960404,road,7.97,plain,NH13,2,trunk,0,0,,130513179
n1884960398,n3908989762,road,18.99,plain,NH115,2,trunk,0,0,,238697996
n1884960398,n831395848,road,0.3,plain,NH13,2,trunk,0,0,,130513179
n1884960404,n958035704,road,1.83,plain,NH13,2,trunk,0,0,,178119149
n1884960442,n1884960487,road,2.37,plain,NH313,2,trunk,0,0,,552601635
n1884960442,n831395848,road,3.01,plain,NH313,2,trunk,0,0,,162056220
n1884960480,n1884960489,road,3.98,plain,NH13,2,trunk,1,0,,552865616
n1884960480,n2463595413,road,0.49,plain,NH13,2,trunk,0,0,,629460351
n1884960487,n5228170554,road,0.18,plain,NH313,2,trunk,0,0,,540413003
n1884960489,n2463596055,road,10.38,plain,NH13,2,trunk,0,0,,238535141
n1888786060,n5058290134,road,1.14,plain,SH2,2,primary,0,0,,1292176440
n1888786060,n5812660302,road,0.8,plain,SH2,2,primary,0,0,,1292176442
n1888786063,n2365236523,road,0.23,plain,SH5,2,primary,0,0,,1283740971
n1888786063,n2380443940,road,0.72,plain,SH5,2,primary,0,0,,22833202
n1888786063,n3515195529,road,8.6,hilly,secondary,2,secondary,0,0,asphalt,345081513
n1938599991,n2316320019,road,10.91,plain,NH702D,2,trunk,0,0,asphalt,358944926
n1938599991,n3861899135,road,8.36,plain,secondary,2,secondary,0,0,,382987339
n1939422436,n1939426392,road,0.97,plain,NH715K,2,trunk,0,0,,1122246960
n1939422436,n1939438876,road,2.28,plain,NH715K,2,trunk,0,0,asphalt,183544573
n1939438876,n1939470828,road,6.59,plain,NH715K,2,trunk,0,0,asphalt,183544573
n1939438876,n5783966622,road,5.49,plain,SH-3007,2,primary,0,0,,183548178
n1939470828,n1939470857,road,0.54,plain,secondary,2,secondary,0,0,,885127259
n1939470828,n3637677158,road,1.62,plain,NH715,2,trunk,0,0,asphalt,1215032537
n1939485061,n1939485065,road,2.38,plain,SH-3007,2,primary,0,0,,629591928
n1939485061,n5783966622,road,1.14,plain,SH-3007,2,primary,0,0,,629591926
n1939485065,n3686971920,road,6.35,plain,NH715,2,trunk,0,0,,1305376857
n1939485065,n4486909234,road,2.65,plain,SH-3007,2,primary,0,0,asphalt,1307080772
n1986849200,n2164024625,road,0.42,plain,NH715A,2,trunk,0,0,,391321360
n1987687456,n1988012420,road,1.21,plain,SH33,2,primary,0,0,asphalt,358944941
n1987687456,n3861818209,road,0.57,plain,secondary,2,secondary,0,0,asphalt,188177026
n1987687546,n2376219198,road,6.39,plain,SH33,2,primary,0,0,paved,228977924
n1987718922,n3637677185,road,0.75,plain,NH,2,trunk,0,0,,375444653
n1987938102,n1987948515,road,7.41,plain,SH32,2,primary,0,0,,188168671
n1987948515,n1987954432,road,2.26,plain,SH1,2,primary,0,0,asphalt,1308492635
n1987948515,n2328372346,road,0.67,plain,SH1,2,primary,0,0,asphalt,1308563665
n1987954432,n2316321624,road,6.03,plain,SH1,2,primary,0,0,asphalt,1308492635
n1987954432,n3861899124,road,2.7,plain,secondary,2,secondary,0,0,,382987336
n1988012420,n3637671405,road,1.2,plain,SH33,2,primary,0,0,asphalt,358944941
n1988012420,n3861818209,road,1.12,plain,secondary,2,secondary,0,0,,188177025
n1988646265,n2088368103,road,3.9,plain,secondary,2,secondary,0,0,,198735416
n2017872562,n2018049269,road,5.9,mountain,primary,2,primary,0,0,,772947770
n2017872562,n7216824344,road,6.57,hilly,primary,2,primary,0,0,paved,772947766
n2018049269,n2461989528,road,5.62,mountain,NH108,2,trunk,0,0,asphalt,238358369
n2035724086,n4273313597,road,0.29,plain,SH38,2,primary,0,0,,1319729510
n2035724086,n4571889985,road,7.18,hilly,SH-1023,2,primary,0,0,asphalt,310463282
n2035724086,n568990151,road,3.27,plain,SH38,2,primary,0,0,asphalt,1056595801
n2035724119,n2035724540,road,0.32,plain,secondary,2,secondary,0,0,,388096617
n2035724119,n245726472,road,0.18,plain,secondary,2,secondary,0,0,,197997741
n2035724199,n2035724215,road,1.91,plain,SH38,2,primary,0,0,,1057089285
n2035724199,n2035724347,road,0.51,plain,SH38,2,primary,1,0,,193042606
n2035724199,n2081915079,road,1.2,plain,CA-M-014,2,secondary,0,0,paved,1328394167
n2035724199,n6154014503,road,4.03,hilly,CA-M-012,2,secondary,0,0,,657038120
n2035724215,n2035724236,road,2.56,plain,SH38,2,primary,0,0,,667131691
n2035724236,n4273309772,road,3.5,plain,SH38,2,primary,0,0,,193042612
n2035724347,n9713790883,road,4.98,mountain,CA-M-015,2,secondary,0,0,,1057074558
n2035724376,n2882121292,road,3.94,mountain,NH6,2,trunk,0,0,asphalt,1037934857
n2037923584,n3173460129,road,6.86,plain,NH 127B,2,trunk,0,0,,311648510
n2037923612,n2926323039,road,7.48,plain,NH 127B,2,trunk,0,0,,334680477
n2051081334,n2051081350,road,2.96,plain,SH39,2,primary,0,0,asphalt,194605371
n2051081334,n6165382450,road,2.29,plain,SH39,2,primary,0,0,asphalt,1334863161
n2051081350,n2051081380,road,0.86,plain,SH39,2,primary,0,0,,1330420114
n2051081359,n2051081361,road,0.28,plain,NH8,2,trunk,0,0,asphalt,1318479988
n2051081359,n2051081380,road,0.71,plain,NH8,2,trunk,0,0,asphalt,628779840
n2051081375,n2051081380,road,0.3,plain,NH8,2,trunk,0,0,asphalt,628779840
n2051081375,n5936564314,road,0.08,plain,NH8,2,trunk,1,0,asphalt,628779854
n2051081380,n567779380,road,0.42,plain,SH39,2,primary,0,0,,1330420114
n2051081415,n5054630093,road,2.26,plain,Kj-M-6,2,secondary,0,0,,194605375
n2051087475,n569048603,road,0.29,plain,NH37,2,trunk,0,0,,1054707634
n2081914187,n245724879,road,8.12,hilly,SH39,2,primary,0,0,,22826807
n2081914187,n245725007,road,0.96,plain,SH39,2,primary,0,0,,1123939080
n2081914199,n245725007,road,2.04,plain,SH39,2,primary,0,0,,310579982
n2081914199,n3160231775,road,0.13,plain,SH39,2,primary,1,0,,310579981
n2081914208,n2081914225,road,2.2,plain,SH39,2,primary,0,0,,310579970
n2081914208,n3160231775,road,3.35,plain,SH39,2,primary,0,0,,1123939081
n2081914225,n2491876817,road,3.79,plain,primary,2,primary,0,0,,540997674
n2081914225,n2491877281,road,0.43,plain,primary,2,primary,0,0,,659763968
n2081914225,n5131447861,road,1.73,plain,SH39,2,primary,0,0,,1123851815
n2081914225,n5232412715,road,1.26,plain,NH6,2,trunk,0,0,,540997673
n2081914303,n245725542,road,5.36,plain,NH6,2,trunk,0,0,,1123606235
n2081914303,n2491879775,road,6.86,plain,NH6,2,trunk,0,0,,241577900
n2081914303,n6241720740,road,0.92,plain,secondary,2,secondary,0,0,,676873663
n2081914312,n3160185503,road,0.92,plain,SH39,2,primary,0,0,,310576041
n2081914312,n3160185534,road,0.95,plain,SH39,2,primary,0,0,,1341950965
n2081914509,n245726472,road,0.45,plain,secondary,2,secondary,0,0,,1103659238
n2081914509,n3158888700,road,0.88,plain,secondary,2,secondary,0,0,,310464287
n2081914644,n2491879780,road,0.99,plain,NH6,2,trunk,0,0,,657038114
n2081914769,n2081914809,road,0.69,plain,Kj-M-10,2,secondary,0,0,asphalt,1332648390
n2081914809,n567779884,road,2.8,plain,Kj-M-10,2,secondary,0,0,paved,427651181
n2081914890,n3173611055,road,0.38,plain,SH37,2,primary,0,0,,311654924
n2081914890,n5067659472,road,0.28,plain,SH37,2,primary,0,0,,1066082874
n2081915069,n2081915098,road,2.3,plain,CA-M-017,2,secondary,0,0,paved,197997738
n2081915069,n3158934591,road,2.79,plain,CA-M-017,2,secondary,0,0,paved,310467222
n2081915079,n6262212035,road,2.32,plain,CA-M-014,2,secondary,0,0,paved,197997732
n2081915097,n3158885672,road,0.17,plain,SH-1023,2,primary,1,0,,310463281
n2081915097,n3158885706,road,4.86,hilly,SH-1023,2,primary,0,0,,310463283
n2081915097,n9717007692,road,2.69,plain,CA-M-014,2,secondary,0,0,paved,1328394169
n2081915098,n2468739446,road,3.76,plain,NH27,2,trunk,0,0,asphalt,1054646589
n2081915098,n3158923616,road,7.15,hilly,NH27,2,trunk,0,0,asphalt,379379524
n2081916508,n2081916510,road,0.09,plain,NH29,2,trunk,1,0,,197997712
n2081916508,n2469894975,road,0.76,plain,NH29,2,trunk,0,0,asphalt,1354907373
n2081916510,n2469895030,road,0.62,plain,NH29,2,trunk,0,0,asphalt,228977888
n2081966204,n2081966213,road,2.78,plain,secondary,2,secondary,0,0,,667234662
n2081966204,n245730421,road,2.86,plain,secondary,2,secondary,0,0,,608667864
n2083635889,n6208776713,road,5.78,mountain,secondary,2,secondary,0,0,,427983241
n2083635899,n2083635904,road,17.55,mountain,primary,2,primary,0,0,,618781126
n2083635899,n4559683107,road,8.43,mountain,primary,2,primary,0,0,,618768239
n2083635904,n2501361474,road,10.4,mountain,NH102B,2,trunk,0,0,,242678163
n2083635904,n2501361717,road,5.31,mountain,NH102B,2,trunk,0,0,,242678163
n2083635911,n2084596673,road,21.74,mountain,primary,2,primary,0,0,,619147421
n2083635911,n2084596680,road,17.94,mountain,primary,2,primary,0,0,unpaved,619127565
n2083635914,n2084596680,road,12.75,mountain,primary,2,primary,0,0,unpaved,1332849176
n2083680100,n2976469237,road,8.85,mountain,secondary,2,secondary,0,0,,366024924
n2083680100,n6205687246,road,4.13,mountain,secondary,2,secondary,0,0,,662910345
n2083680172,n2491838646,road,2.56,plain,NH6,2,trunk,0,0,asphalt,975997189
n2083680172,n2882147254,road,4.92,hilly,NH6,2,trunk,0,0,paved,387481475
n2083680172,n3885902306,road,0.19,plain,NH6,2,trunk,1,0,,668662954
n2083680192,n4571757469,road,0.97,plain,Kj-M-7,2,secondary,0,0,asphalt,1350754545
n2083680218,n2083680220,road,0.08,plain,Kj-M-7,2,secondary,1,0,asphalt,1329721492
n2083680218,n4571759029,road,3.96,plain,Kj-M-7,2,secondary,0,0,asphalt,1330308803
n2083680220,n567778784,road,0.64,plain,Kj-M-7,2,secondary,0,0,asphalt,1329721493
n2084596673,n2501068957,road,9.6,mountain,NH102B,2,trunk,0,0,,825457434
n2084596673,n2501361963,road,1.84,plain,NH102B,2,trunk,0,0,,1324323634
n2084596746,n2455611820,road,22.28,mountain,primary,2,primary,0,0,,385049870
n2084597038,n245721789,road,18.15,mountain,NH2,2,trunk,0,0,,567890999
n2084597051,n2084597071,road,5.53,plain,primary,2,primary,0,0,,198312348
n2084597051,n5076864949,road,8.19,plain,primary,2,primary,0,0,,174064491
n2084597071,n2084597075,road,0.58,plain,primary,2,primary,0,0,,1210940934
n2084597075,n245722195,road,1.6,plain,primary,2,primary,0,0,,1210940934
n2084597155,n2084597157,road,0.24,plain,NH102,2,secondary,0,0,,666269665
n2084597155,n2914323246,road,3.52,plain,NH102C,2,trunk,0,0,,198312326
n2084597155,n6237756760,road,0.18,plain,NH102,2,trunk,0,0,,237999913
n2084597155,n6237756762,road,0.19,plain,NH102,2,trunk,0,0,,237999913
n2084597157,n2084597158,road,0.38,plain,NH102,2,secondary,0,0,,916572569
n2084597158,n6237756763,road,0.21,plain,NH102,2,trunk,0,0,,916572566
n2084597259,n2084597265,road,3.99,hilly,primary,2,primary,0,0,,1058768875
n2084597259,n9726664499,road,3.97,hilly,primary,2,primary,0,0,,198312349
n2084597265,n2084597284,road,4.01,hilly,primary,2,primary,0,0,,198312334
n2084597284,n2084597288,road,1.89,plain,primary,2,primary,0,0,,1338137003
n2084597288,n2084597292,road,1.26,plain,primary,2,primary,0,0,,1058538733
n2084597292,n2084597299,road,5.55,hilly,primary,2,primary,0,0,,1058538731
n2084597299,n2084597301,road,0.58,plain,primary,2,primary,0,0,,668873046
n2084663001,n3995419700,road,48.05,mountain,secondary,2,secondary,0,0,,198322600
n2084663067,n2084663075,road,4.42,mountain,NH102,2,trunk,0,0,,237999914
n2084663067,n2458560891,road,0.14,plain,NH102,2,trunk,0,0,,1222270253
n2084663067,n3995419700,road,21.2,mountain,secondary,2,secondary,0,0,,455292489
n2084663075,n3890287808,road,20.0,mountain,NH102A,2,trunk,0,0,,385693564
n2084663075,n6237756760,road,16.94,mountain,NH102,2,trunk,0,0,,237999913
n2084663102,n2084692480,road,1.06,plain,secondary,2,secondary,0,0,,1417949805
n2084663102,n2084692485,road,9.32,mountain,secondary,2,secondary,0,0,,387927028
n2084663108,n2084692489,road,4.73,mountain,secondary,2,secondary,0,0,,198322663
n2084663108,n6237093988,road,2.68,plain,secondary,2,secondary,0,0,,666193838
n2084663520,n3888960268,road,3.18,mountain,primary,2,primary,0,0,,391262671
n2084663520,n6251548682,road,12.2,mountain,primary,2,primary,0,0,,667670690
n2084663524,n2084663528,road,0.13,plain,primary,2,primary,1,0,,613781683
n2084663524,n6251548725,road,1.95,plain,primary,2,primary,0,0,,667670705
n2084663528,n2084899510,road,7.73,mountain,primary,2,primary,0,0,,198349476
n2084692474,n2084692480,road,16.88,mountain,secondary,2,secondary,0,0,,387927029
n2084692474,n569041577,road,1.9,plain,secondary,2,secondary,0,0,,664776021
n2084692485,n2084692486,road,0.45,plain,secondary,2,secondary,0,0,,387930266
n2084692486,n2084692489,road,9.88,mountain,secondary,2,secondary,0,0,,387930268
n2084877204,n2084877286,road,3.56,plain,primary,2,primary,0,0,,1132622636
