id,name,state,lat,lon,kind,population,has_market,has_coldstore
n1880368273,n1880368273,,26.540719,89.536797,junction,0,0,0
n1880382261,n1880382261,,26.715297,88.76321,junction,0,0,0
n1880382262,n1880382262,,26.716466,88.758422,junction,0,0,0
n1880382265,n1880382265,,26.717317,88.756575,junction,0,0,0
n1880382270,n1880382270,,26.721546,88.749032,junction,0,0,0
n1880382275,n1880382275,,26.73784,88.746129,junction,0,0,0
n1880382314,n1880382314,,26.762045,88.735183,junction,0,0,0
n1884960226,n1884960226,,26.361437,92.64681,junction,0,0,0
n1884960288,n1884960288,,27.888073,96.020765,junction,0,0,0
n1884960318,n1884960318,,27.946546,95.993085,junction,0,0,0
n1884960398,n1884960398,,28.115302,95.820102,junction,0,0,0
n1884960404,n1884960404,,28.124691,95.745033,junction,0,0,0
n1884960442,n1884960442,,28.136835,95.843037,junction,0,0,0
n1884960480,n1884960480,,28.145608,95.705442,junction,0,0,0
n1884960487,n1884960487,,28.157014,95.847495,junction,0,0,0
n1884960489,n1884960489,,28.158643,95.667649,junction,0,0,0
n1888786060,n1888786060,,26.320532,90.713272,junction,0,0,0
n1888786063,n1888786063,,26.360355,90.182583,junction,0,0,0
n1938599991,n1938599991,,26.709646,94.232806,junction,0,0,0
n1939422436,n1939422436,,26.852113,94.249506,junction,0,0,0
n1939426392,n1939426392,,26.860989,94.2425,junction,0,0,0
n1939438876,n1939438876,,26.832233,94.24387,junction,0,0,0
n1939470828,n1939470828,,26.774748,94.240474,junction,0,0,0
n1939470857,n1939470857,,26.76957,94.23953,junction,0,0,0
n1939485061,n1939485061,,26.808165,94.304541,junction,0,0,0
n1939485065,n1939485065,,26.797545,94.325815,junction,0,0,0
n1986849200,n1986849200,,26.889803,92.113971,junction,0,0,0
n1987687456,n1987687456,,26.729501,94.194083,junction,0,0,0
n1987687546,n1987687546,,26.659319,94.131215,junction,0,0,0
n1987718922,n1987718922,,26.780201,94.200634,junction,0,0,0
n1987938102,n1987938102,,26.657192,94.194299,junction,0,0,0
n1987948515,n1987948515,,26.592902,94.185964,junction,0,0,0
n1987954432,n1987954432,,26.602134,94.206011,junction,0,0,0
n1988012420,n1988012420,,26.721918,94.186702,junction,0,0,0
n1988646265,n1988646265,,26.891488,89.095411,junction,0,0,0
n2017872562,n2017872562,,23.852946,92.650456,junction,0,0,0
n2018049269,n2018049269,,23.744502,92.703689,junction,0,0,0
n2035724086,n2035724086,,24.959214,92.621223,junction,0,0,0
n2035724119,n2035724119,,24.819665,92.795428,junction,0,0,0
n2035724199,n2035724199,,24.902398,92.70752,junction,0,0,0
n2035724215,n2035724215,,24.903219,92.679576,junction,0,0,0
n2035724236,n2035724236,,24.917361,92.664138,junction,0,0,0
n2035724347,n2035724347,,24.899634,92.711579,junction,0,0,0
n2035724376,n2035724376,,25.550944,92.050169,junction,0,0,0
n2035724540,n2035724540,,24.822438,92.796083,junction,0,0,0
n2037923584,n2037923584,,25.714338,89.909094,junction,0,0,0
n2037923612,n2037923612,,25.74078,89.909285,junction,0,0,0
n2051081334,n2051081334,,24.815726,92.395074,junction,0,0,0
n2051081350,n2051081350,,24.834802,92.375752,junction,0,0,0
n2051081359,n2051081359,,24.838587,92.376998,junction,0,0,0
n2051081361,n2051081361,,24.838828,92.379732,junction,0,0,0
n2051081375,n2051081375,,24.840136,92.36805,junction,0,0,0
n2051081380,n2051081380,,24.840756,92.370621,junction,0,0,0
n2051081415,n2051081415,,24.844181,92.343736,junction,0,0,0
n2051087475,n2051087475,,24.830157,92.806588,junction,0,0,0
n2081914187,n2081914187,,24.630982,92.659389,junction,0,0,0
n2081914199,n2081914199,,24.647971,92.608948,junction,0,0,0
n2081914208,n2081914208,,24.674199,92.576541,junction,0,0,0
n2081914225,n2081914225,,24.68092,92.564761,junction,0,0,0
n2081914303,n2081914303,,24.756743,92.593388,junction,0,0,0
n2081914312,n2081914312,,24.758277,92.797186,junction,0,0,0
n2081914509,n2081914509,,24.809541,92.790587,junction,0,0,0
n2081914644,n2081914644,,24.829137,92.597823,junction,0,0,0
n2081914769,n2081914769,,24.845341,92.558021,junction,0,0,0
n2081914809,n2081914809,,24.860123,92.565957,junction,0,0,0
n2081914890,n2081914890,,24.879201,92.879791,junction,0,0,0
n2081915069,n2081915069,,24.905134,92.833893,junction,0,0,0
n2081915079,n2081915079,,24.910263,92.710293,junction,0,0,0
n2081915097,n2081915097,,24.925613,92.751221,junction,0,0,0
n2081915098,n2081915098,,24.924034,92.842701,junction,0,0,0
n2081916508,n2081916508,,26.024162,93.390142,junction,0,0,0
n2081916510,n2081916510,,26.024372,93.389233,junction,0,0,0
n2081966204,n2081966204,,25.209371,93.301359,junction,0,0,0
n2081966213,n2081966213,,25.230944,93.380144,junction,0,0,0
n2083635889,n2083635889,,23.306565,92.707113,junction,0,0,0
n2083635899,n2083635899,,23.616263,93.19339,junction,0,0,0
n2083635904,n2083635904,,23.794996,93.159718,junction,0,0,0
n2083635911,n2083635911,,23.906903,93.278048,junction,0,0,0
n2083635914,n2083635914,,23.999622,93.287717,junction,0,0,0
n2083680100,n2083680100,,23.676182,93.352355,junction,0,0,0
n2083680172,n2083680172,,24.181417,92.54025,junction,0,0,0
n2083680192,n2083680192,,24.261074,92.303007,junction,0,0,0
n2083680218,n2083680218,,24.46169,92.320346,junction,0,0,0
n2083680220,n2083680220,,24.46239,92.320561,junction,0,0,0
n2084596673,n2084596673,,23.870607,93.227392,junction,0,0,0
n2084596680,n2084596680,,23.941836,93.296929,junction,0,0,0
n2084596746,n2084596746,,24.112995,93.281798,junction,0,0,0
n2084597038,n2084597038,,24.34096,93.590106,junction,0,0,0
n2084597051,n2084597051,,24.365477,93.89578,junction,0,0,0
n2084597071,n2084597071,,24.387085,93.846643,junction,0,0,0
n2084597075,n2084597075,,24.390065,93.842244,junction,0,0,0
n2084597155,n2084597155,,24.45027,94.024801,junction,0,0,0
n2084597157,n2084597157,,24.45268,94.026039,junction,0,0,0
n2084597158,n2084597158,,24.453758,94.02263,junction,0,0,0
n2084597259,n2084597259,,24.566758,93.085057,junction,0,0,0
n2084597265,n2084597265,,24.588145,93.107123,junction,0,0,0
n2084597284,n2084597284,,24.613242,93.090215,junction,0,0,0
n2084597288,n2084597288,,24.626412,93.100217,junction,0,0,0
n2084597292,n2084597292,,24.636715,93.1026,junction,0,0,0
n2084597299,n2084597299,,24.67577,93.114124,junction,0,0,0
n2084597301,n2084597301,,24.679254,93.110842,junction,0,0,0
n2084663001,n2084663001,,24.092397,94.01842,junction,0,0,0
n2084663067,n2084663067,,24.325661,94.232963,junction,0,0,0
n2084663075,n2084663075,,24.400131,94.112329,junction,0,0,0
n2084663102,n2084663102,,24.65173,93.686019,junction,0,0,0
n2084663108,n2084663108,,24.665066,93.560107,junction,0,0,0
n2084663520,n2084663520,,25.168848,93.665759,junction,0,0,0
n2084663524,n2084663524,,25.195695,93.605503,junction,0,0,0
n2084663528,n2084663528,,25.195617,93.602207,junction,0,0,0
n2084692474,n2084692474,,24.625584,93.744473,junction,0,0,0
n2084692480,n2084692480,,24.642363,93.689738,junction,0,0,0
n2084692485,n2084692485,,24.645626,93.63438,junction,0,0,0
n2084692486,n2084692486,,24.648475,93.631915,junction,0,0,0
n2084692489,n2084692489,,24.650015,93.58684,junction,0,0,0
n2084877204,n2084877204,,25.860944,93.840321,junction,0,0,0
n2084877222,n2084877222,,25.863947,93.781543,junction,0,0,0
n2084877225,n2084877225,,25.864057,93.782495,junction,0,0,0
n2084877286,n2084877286,,25.874426,93.870412,junction,0,0,0
n2084877550,n2084877550,,25.894051,93.933319,junction,0,0,0
n2084877644,n2084877644,,25.905613,93.968051,junction,0,0,0
n2084877876,n2084877876,,25.927285,93.966779,junction,0,0,0
n2084877918,n2084877918,,25.942027,93.744305,junction,0,0,0
n2084878568,n2084878568,,26.004119,93.902773,junction,0,0,0
n2084878581,n2084878581,,26.005421,93.900848,junction,0,0,0
n2084878596,n2084878596,,26.017561,93.791212,junction,0,0,0
n2084878602,n2084878602,,26.018406,93.791916,junction,0,0,0
n2084899510,n2084899510,,25.529664,93.765591,junction,0,0,0
n2084899537,n2084899537,,25.425277,94.085326,junction,0,0,0
n2084899562,n2084899562,,25.448242,94.025954,junction,0,0,0
n2084899664,n2084899664,,25.499945,93.766088,junction,0,0,0
n2084899704,n2084899704,,25.500002,94.001281,junction,0,0,0
n2084899724,n2084899724,,25.510013,93.885843,junction,0,0,0
n2084956643,n2084956643,,25.649298,94.483451,junction,0,0,0
n2084956655,n2084956655,,25.912002,94.454885,junction,0,0,0
n2084973724,n2084973724,,26.749751,94.8273,junction,0,0,0
n2084974003,n2084974003,,26.074354,93.985839,junction,0,0,0
n2084974154,n2084974154,,26.863262,94.800162,junction,0,0,0
n2088368073,n2088368073,,26.795552,89.022268,junction,0,0,0
n2088368103,n2088368103,,26.859544,89.082488,junction,0,0,0
n2135985164,n2135985164,,23.3932,93.382304,junction,0,0,0
n2164024425,n2164024425,,26.744077,92.130829,junction,0,0,0
n2164024432,n2164024432,,26.745421,92.120882,junction,0,0,0
n2164024433,n2164024433,,26.745456,92.110847,junction,0,0,0
n2164024456,n2164024456,,26.749252,92.09751,junction,0,0,0
n2164024459,n2164024459,,26.75502,92.12754,junction,0,0,0
n2164024493,n2164024493,,26.787631,92.294445,junction,0,0,0
n2164024538,n2164024538,,26.838273,92.248727,junction,0,0,0
n2164024546,n2164024546,,26.843031,92.12632,junction,0,0,0
n2164024621,n2164024621,,26.88607,92.159167,junction,0,0,0
n2164024625,n2164024625,,26.886792,92.11378,junction,0,0,0
n2164024763,n2164024763,,26.932894,92.129551,junction,0,0,0
n2164024770,n2164024770,,26.962052,92.143152,junction,0,0,0
n2164274584,n2164274584,,27.225005,94.456062,junction,0,0,0
n2164274591,n2164274591,,27.248787,94.466327,junction,0,0,0
n2164274603,n2164274603,,27.2697,94.499253,junction,0,0,0
n2164274625,n2164274625,,27.333341,94.544081,junction,0,0,0
n2164274639,n2164274639,,27.375407,94.532212,junction,0,0,0
n2164274642,n2164274642,,27.383151,94.529416,junction,0,0,0
n2164274662,n2164274662,,27.403228,94.525359,junction,0,0,0
n2164274664,n2164274664,,27.403905,94.525239,junction,0,0,0
n2164274679,n2164274679,,27.419882,94.460277,junction,0,0,0
n2164274773,n2164274773,,27.471037,94.57899,junction,0,0,0
n2164274807,n2164274807,,27.492356,94.546429,junction,0,0,0
n2164274817,n2164274817,,27.496962,94.581793,junction,0,0,0
n2164274830,n2164274830,,27.508138,94.526155,junction,0,0,0
n2164274843,n2164274843,,27.51838,94.591815,junction,0,0,0
n2164274878,n2164274878,,27.537933,94.597809,junction,0,0,0
n2164275096,n2164275096,,27.594573,94.908031,junction,0,0,0
n2164275197,n2164275197,,27.608089,94.906294,junction,0,0,0
n2164275398,n2164275398,,27.717512,94.881748,junction,0,0,0
n2164306427,n2164306427,,25.78095,93.726913,junction,0,0,0
n2164879904,n2164879904,,25.739597,94.084627,junction,0,0,0
n2168187689,n2168187689,,27.769335,95.654116,junction,0,0,0
n2168187718,n2168187718,,27.822699,95.698335,junction,0,0,0
n2235251942,n2235251942,,27.195886,88.608619,junction,0,0,0
n2259020059,n2259020059,,26.422299,89.378446,junction,0,0,0
n2278578198,n2278578198,,26.180987,91.67192,junction,0,0,0
n2301196062,n2301196062,,26.740318,92.736669,junction,0,0,0
n2303854278,n2303854278,,26.636926,92.30392,junction,0,0,0
n2305178673,n2305178673,,26.229331,91.630249,junction,0,0,0
n2305178762,n2305178762,,26.34473,91.678345,junction,0,0,0
n2305178803,n2305178803,,26.436567,92.030915,junction,0,0,0
n2305178816,n2305178816,,26.448078,92.029033,junction,0,0,0
n2305178820,n2305178820,,26.447194,92.023697,junction,0,0,0
n2305919433,n2305919433,,27.281874,95.663413,junction,0,0,0
n2305919440,n2305919440,,27.283737,95.662177,junction,0,0,0
n2305919449,n2305919449,,27.285697,95.66176,junction,0,0,0
n2305919484,n2305919484,,27.293567,95.659058,junction,0,0,0
n2305919524,n2305919524,,27.347938,95.647886,junction,0,0,0
n2305919562,n2305919562,,27.383394,95.61451,junction,0,0,0
n2305975433,n2305975433,,26.302706,92.362376,junction,0,0,0
n2305975448,n2305975448,,26.309267,92.363099,junction,0,0,0
n2305975450,n2305975450,,26.30995,92.362988,junction,0,0,0
n2305975456,n2305975456,,26.313864,92.362595,junction,0,0,0
n2305975495,n2305975495,,26.323874,92.454379,junction,0,0,0
n2305975501,n2305975501,,26.328759,92.474366,junction,0,0,0
n2306119386,n2306119386,,26.752477,92.60883,junction,0,0,0
n2306119598,n2306119598,,26.811172,92.595735,junction,0,0,0
n2306471738,n2306471738,,26.458633,92.919617,junction,0,0,0
n2308253295,n2308253295,,26.921272,94.740705,junction,0,0,0
n2308253298,n2308253298,,26.92256,94.740837,junction,0,0,0
n2308253319,n2308253319,,26.943354,94.72821,junction,0,0,0
n2309538098,n2309538098,,26.521437,93.941689,junction,0,0,0
n2309538309,n2309538309,,26.593985,93.847655,junction,0,0,0
n2309749995,n2309749995,,26.079663,93.157647,junction,0,0,0
n2309749997,n2309749997,,26.089248,93.143093,junction,0,0,0
n2309750031,n2309750031,,26.107164,93.031274,junction,0,0,0
n2309750032,n2309750032,,26.107631,93.031834,junction,0,0,0
n2309750071,n2309750071,,26.211229,93.048998,junction,0,0,0
n2309750078,n2309750078,,26.219323,93.009615,junction,0,0,0
n2309750080,n2309750080,,26.220246,92.998034,junction,0,0,0
n2309770355,n2309770355,,26.872373,94.788651,junction,0,0,0
n2313104768,n2313104768,,27.521699,94.592733,junction,0,0,0
n2313104887,n2313104887,,27.555912,94.677332,junction,0,0,0
n2314868582,n2314868582,,27.266682,95.38615,junction,0,0,0
n2314868620,n2314868620,,27.295226,95.420602,junction,0,0,0
n2314868625,n2314868625,,27.320804,95.400386,junction,0,0,0
n2314868658,n2314868658,,27.334578,95.303229,junction,0,0,0
n2314934916,n2314934916,,27.183626,95.340547,junction,0,0,0
n2314934924,n2314934924,,27.184176,95.341993,junction,0,0,0
n2314935071,n2314935071,,27.188471,95.346428,junction,0,0,0
n2314935116,n2314935116,,27.193719,95.355897,junction,0,0,0
n2314935270,n2314935270,,27.276891,95.388821,junction,0,0,0
n2314935278,n2314935278,,27.278938,95.394222,junction,0,0,0
n2316320019,n2316320019,,26.653949,94.319053,junction,0,0,0
n2316320428,n2316320428,,25.891642,93.010957,junction,0,0,0
n2316320668,n2316320668,,26.370506,92.61416,junction,0,0,0
n2316320757,n2316320757,,26.458739,94.006033,junction,0,0,0
n2316320901,n2316320901,,26.469581,93.99488,junction,0,0,0
n2316320952,n2316320952,,26.487058,93.977004,junction,0,0,0
n2316321086,n2316321086,,26.502476,93.930224,junction,0,0,0
n2316321624,n2316321624,,26.618696,94.263568,junction,0,0,0
n2316321865,n2316321865,,26.654137,94.33018,junction,0,0,0
n2316322797,n2316322797,,26.835238,93.291386,junction,0,0,0
n2316322854,n2316322854,,26.854552,93.186222,junction,0,0,0
n2316322956,n2316322956,,26.964871,93.866144,junction,0,0,0
n2316322976,n2316322976,,26.998083,93.897506,junction,0,0,0
n2316323005,n2316323005,,27.162938,93.998117,junction,0,0,0
n2316323007,n2316323007,,27.163548,94.000495,junction,0,0,0
n2317301532,n2317301532,,27.272008,94.129176,junction,0,0,0
n2317301556,n2317301556,,27.301765,94.155357,junction,0,0,0
n2317301593,n2317301593,,27.358084,94.180919,junction,0,0,0
n2317301594,n2317301594,,27.359292,94.181543,junction,0,0,0
n2317301652,n2317301652,,27.424963,94.47621,junction,0,0,0
n2317301700,n2317301700,,27.435084,94.315674,junction,0,0,0
n2317301716,n2317301716,,27.437133,94.51968,junction,0,0,0
n2317301859,n2317301859,,27.453235,94.548019,junction,0,0,0
n2319238775,n2319238775,,26.153017,89.865314,junction,0,0,0
n2319238973,n2319238973,,26.183171,89.866798,junction,0,0,0
n2319239056,n2319239056,,26.200821,92.373645,junction,0,0,0
n2319239084,n2319239084,,26.203081,92.373677,junction,0,0,0
n2319239093,n2319239093,,26.203802,92.373546,junction,0,0,0
n2319239248,n2319239248,,26.31917,89.855943,junction,0,0,0
n2319239264,n2319239264,,26.329916,89.856055,junction,0,0,0
n2319239275,n2319239275,,26.355303,89.897191,junction,0,0,0
n2319239324,n2319239324,,26.630399,91.636088,junction,0,0,0
n2328052759,n2328052759,,27.159347,95.320142,junction,0,0,0
n2328052768,n2328052768,,27.165742,95.332352,junction,0,0,0
n2328052882,n2328052882,,27.329895,95.417699,junction,0,0,0
n2328052897,n2328052897,,27.34536,95.479401,junction,0,0,0
n2328052918,n2328052918,,27.35731,95.393406,junction,0,0,0
n2328052938,n2328052938,,27.358587,95.537768,junction,0,0,0
n2328052955,n2328052955,,27.3591,95.365971,junction,0,0,0
n2328052964,n2328052964,,27.359598,95.409218,junction,0,0,0
n2328052983,n2328052983,,27.361876,95.351303,junction,0,0,0
n2328052984,n2328052984,,27.362596,95.545822,junction,0,0,0
n2328077755,n2328077755,,26.511042,89.503441,junction,0,0,0
n2328235623,n2328235623,,27.752356,95.098712,junction,0,0,0
n2328235624,n2328235624,,27.753101,94.942076,junction,0,0,0
n2328235625,n2328235625,,27.753494,94.944921,junction,0,0,0
n2328235639,n2328235639,,27.761222,94.994445,junction,0,0,0
n2328235641,n2328235641,,27.761394,94.995592,junction,0,0,0
n2328235647,n2328235647,,27.765624,95.024976,junction,0,0,0
n2328235648,n2328235648,,27.766609,95.022951,junction,0,0,0
n2328371496,n2328371496,,26.006739,93.954227,junction,0,0,0
n2328371499,n2328371499,,26.007525,93.90766,junction,0,0,0
n2328371530,n2328371530,,26.010736,93.822201,junction,0,0,0
n2328371538,n2328371538,,26.173959,94.003553,junction,0,0,0
n2328371667,n2328371667,,26.261173,94.058621,junction,0,0,0
n2328371686,n2328371686,,26.281424,94.073559,junction,0,0,0
n2328371721,n2328371721,,26.341375,94.078655,junction,0,0,0
n2328371815,n2328371815,,26.448759,94.014522,junction,0,0,0
n2328371875,n2328371875,,26.515395,94.01403,junction,0,0,0
n2328371994,n2328371994,,26.548217,94.109639,junction,0,0,0
n2328371996,n2328371996,,26.54785,94.187949,junction,0,0,0
n2328372231,n2328372231,,26.575126,94.183527,junction,0,0,0
n2328372346,n2328372346,,26.587901,94.180523,junction,0,0,0
n2328433518,n2328433518,,26.18971,92.373865,junction,0,0,0
n2329496025,n2329496025,,26.276548,93.90162,junction,0,0,0
n2329496065,n2329496065,,26.286788,93.868043,junction,0,0,0
n2329496110,n2329496110,,26.289523,93.871598,junction,0,0,0
n2329496131,n2329496131,,26.291255,93.872743,junction,0,0,0
n2329587358,n2329587358,,26.245119,92.540098,junction,0,0,0
n2329587464,n2329587464,,26.413116,92.554744,junction,0,0,0
n2329587467,n2329587467,,26.418302,92.550024,junction,0,0,0
n2329587572,n2329587572,,26.45446,92.482631,junction,0,0,0
n2329587597,n2329587597,,26.458288,92.481868,junction,0,0,0
n2329587601,n2329587601,,26.466255,92.473988,junction,0,0,0
n2333029618,n2333029618,,26.185196,91.759598,junction,0,0,0
n2334450418,n2334450418,,27.424587,94.882877,junction,0,0,0
n2335379379,n2335379379,,27.983151,95.336041,junction,0,0,0
n2337340110,n2337340110,,26.438531,91.73639,junction,0,0,0
n2337340111,n2337340111,,26.440617,91.749946,junction,0,0,0
n2337340116,n2337340116,,26.441279,91.755383,junction,0,0,0
n2341503965,n2341503965,,27.09182,94.110956,junction,0,0,0
n2341964932,n2341964932,,26.389541,93.962146,junction,0,0,0
n2342017833,n2342017833,,24.539404,94.028815,junction,0,0,0
n2346856943,n2346856943,,26.787317,93.00216,junction,0,0,0
n2346856985,n2346856985,,26.794549,92.958731,junction,0,0,0
n2346872004,n2346872004,,26.884211,94.65476,junction,0,0,0
n2351398529,n2351398529,,26.41204,91.79769,junction,0,0,0
n2362861882,n2362861882,,26.504638,94.013071,junction,0,0,0
n2362861928,n2362861928,,26.563984,93.993532,junction,0,0,0
n2364657736,n2364657736,,27.313857,94.383931,junction,0,0,0
n2364657740,n2364657740,,27.314554,94.382465,junction,0,0,0
n2364657763,n2364657763,,27.329685,94.35649,junction,0,0,0
n2364657828,n2364657828,,27.354679,94.333851,junction,0,0,0
n2364657983,n2364657983,,27.420928,94.450115,junction,0,0,0
n2364658002,n2364658002,,27.420241,94.461577,junction,0,0,0
n2364658006,n2364658006,,27.421066,94.452353,junction,0,0,0
n2364658019,n2364658019,,27.422455,94.379183,junction,0,0,0
n2364658023,n2364658023,,27.423223,94.376242,junction,0,0,0
n2364658034,n2364658034,,27.425588,94.479263,junction,0,0,0
n2364658112,n2364658112,,27.471098,94.308788,junction,0,0,0
n2364658178,n2364658178,,27.508577,94.304446,junction,0,0,0
n2364658233,n2364658233,,27.533712,94.29626,junction,0,0,0
n2364658241,n2364658241,,27.535169,94.264806,junction,0,0,0
n2364658268,n2364658268,,27.542165,94.292467,junction,0,0,0
n2364711646,n2364711646,,26.305762,91.109078,junction,0,0,0
n2364711942,n2364711942,,26.449509,90.935775,junction,0,0,0
n2364711962,n2364711962,,26.464921,91.069152,junction,0,0,0
n2364712076,n2364712076,,26.505627,90.968808,junction,0,0,0
n2364712178,n2364712178,,26.59344,91.505806,junction,0,0,0
n2364712180,n2364712180,,26.59431,91.507345,junction,0,0,0
n2364712202,n2364712202,,26.619488,91.000593,junction,0,0,0
n2364712245,n2364712245,,26.640771,91.093954,junction,0,0,0
n2364712278,n2364712278,,26.70803,91.453522,junction,0,0,0
n2364712290,n2364712290,,26.764765,91.430115,junction,0,0,0
n2365222374,n2365222374,,26.158706,90.533071,junction,0,0,0
n2365222507,n2365222507,,26.406928,90.44723,junction,0,0,0
n2365236523,n2365236523,,26.361794,90.180962,junction,0,0,0
n2365253045,n2365253045,,26.618474,91.556351,junction,0,0,0
n2365381566,n2365381566,,26.016255,90.400173,junction,0,0,0
n2365446118,n2365446118,,25.529545,89.869955,junction,0,0,0
n2365446122,n2365446122,,25.529818,89.867704,junction,0,0,0
n2365446124,n2365446124,,25.531315,89.866859,junction,0,0,0
n2365446141,n2365446141,,25.542742,89.870184,junction,0,0,0
n2365446798,n2365446798,,26.536873,89.462741,junction,0,0,0
n2365446802,n2365446802,,26.537025,89.461382,junction,0,0,0
n2365447064,n2365447064,,26.560098,89.514995,junction,0,0,0
n2365447093,n2365447093,,26.564669,89.459806,junction,0,0,0
n2365492810,n2365492810,,26.420716,91.514272,junction,0,0,0
n2365492820,n2365492820,,26.420569,91.009865,junction,0,0,0
n2365493065,n2365493065,,26.450628,91.460411,junction,0,0,0
n2365493073,n2365493073,,26.450608,91.417294,junction,0,0,0
n2365493078,n2365493078,,26.449756,91.526338,junction,0,0,0
n2365493082,n2365493082,,26.450783,91.531245,junction,0,0,0
n2365493248,n2365493248,,26.461507,91.450857,junction,0,0,0
n2365493471,n2365493471,,26.482783,90.837354,junction,0,0,0
n2368999974,n2368999974,,26.727866,92.473473,junction,0,0,0
n2369000662,n2369000662,,26.774648,92.378654,junction,0,0,0
n2369000712,n2369000712,,26.779109,92.391346,junction,0,0,0
n2369000773,n2369000773,,26.797853,92.345028,junction,0,0,0
n2369000788,n2369000788,,26.807426,92.453029,junction,0,0,0
n2369051961,n2369051961,,26.406799,92.643687,junction,0,0,0
n2369052053,n2369052053,,26.44634,92.644,junction,0,0,0
n2369273101,n2369273101,,26.090693,91.61205,junction,0,0,0
n2369274185,n2369274185,,26.283258,91.667288,junction,0,0,0
n2369274521,n2369274521,,26.294609,91.666517,junction,0,0,0
n2369274563,n2369274563,,26.297991,91.665583,junction,0,0,0
n2369274590,n2369274590,,26.301384,91.664127,junction,0,0,0
n2369274704,n2369274704,,26.321974,91.662452,junction,0,0,0
n2369274783,n2369274783,,26.329937,91.674669,junction,0,0,0
n2369274913,n2369274913,,26.342962,91.678523,junction,0,0,0
n2370824612,n2370824612,,26.937262,94.165022,junction,0,0,0
n2370824836,n2370824836,,26.9419,94.222422,junction,0,0,0
n2370824840,n2370824840,,26.943134,94.16468,junction,0,0,0
n2370824870,n2370824870,,26.942803,94.219446,junction,0,0,0
n2370824909,n2370824909,,26.944201,94.164403,junction,0,0,0
n2370824950,n2370824950,,26.946564,94.165774,junction,0,0,0
n2370928220,n2370928220,,26.577806,91.974107,junction,0,0,0
n2372089745,n2372089745,,26.446509,91.679843,junction,0,0,0
n2372089749,n2372089749,,26.447525,91.668224,junction,0,0,0
n2372089759,n2372089759,,26.448458,91.66108,junction,0,0,0
n2372089775,n2372089775,,26.449658,91.638835,junction,0,0,0
n2372090121,n2372090121,,26.519744,91.646709,junction,0,0,0
n2372090165,n2372090165,,26.522935,91.670908,junction,0,0,0
n2372090191,n2372090191,,26.52412,91.672309,junction,0,0,0
n2372090233,n2372090233,,26.526851,91.696406,junction,0,0,0
n2372090277,n2372090277,,26.536498,91.627975,junction,0,0,0
n2372091784,n2372091784,,26.683411,91.667163,junction,0,0,0
n2372092009,n2372092009,,26.695906,91.644035,junction,0,0,0
n2372092035,n2372092035,,26.697075,91.646627,junction,0,0,0
n2372092174,n2372092174,,26.714196,91.682043,junction,0,0,0
n2372135505,n2372135505,,26.366539,92.507515,junction,0,0,0
n2372216005,n2372216005,,26.240078,91.592099,junction,0,0,0
n2373378748,n2373378748,,25.580789,90.239332,junction,0,0,0
n2373378856,n2373378856,,25.595204,90.250201,junction,0,0,0
n2373378888,n2373378888,,25.598975,90.279097,junction,0,0,0
n2373379439,n2373379439,,25.649777,90.334183,junction,0,0,0
n2373379945,n2373379945,,25.758695,90.408941,junction,0,0,0
n2373380475,n2373380475,,25.897938,90.520184,junction,0,0,0
n2373380517,n2373380517,,25.912446,90.535177,junction,0,0,0
n2373754663,n2373754663,,26.365007,90.178203,junction,0,0,0
n2373754670,n2373754670,,26.366076,90.176987,junction,0,0,0
n2373754813,n2373754813,,26.383989,90.174241,junction,0,0,0
n2373755070,n2373755070,,26.461544,90.153917,junction,0,0,0
n2373755114,n2373755114,,26.519466,90.151405,junction,0,0,0
n2373755163,n2373755163,,26.55362,90.152728,junction,0,0,0
n2375286645,n2375286645,,26.423391,94.06308,junction,0,0,0
n2375286688,n2375286688,,26.428814,94.096904,junction,0,0,0
n2375286699,n2375286699,,26.42966,94.032051,junction,0,0,0
n2375286801,n2375286801,,26.442785,94.124938,junction,0,0,0
n2375286856,n2375286856,,26.449016,94.131456,junction,0,0,0
n2375287002,n2375287002,,26.459991,94.086131,junction,0,0,0
n2375287020,n2375287020,,26.462226,94.093567,junction,0,0,0
n2375287069,n2375287069,,26.467216,94.100371,junction,0,0,0
n2375287101,n2375287101,,26.474508,94.071876,junction,0,0,0
n2375287134,n2375287134,,26.484546,94.065913,junction,0,0,0
n2375287606,n2375287606,,26.531543,94.068144,junction,0,0,0
n2375401115,n2375401115,,26.080822,91.469677,junction,0,0,0
n2376217264,n2376217264,,25.892414,93.110305,junction,0,0,0
n2376217365,n2376217365,,25.901904,93.098405,junction,0,0,0
n2376217572,n2376217572,,26.319194,94.092528,junction,0,0,0
n2376217749,n2376217749,,26.337158,94.139958,junction,0,0,0
n2376217776,n2376217776,,26.348758,93.97907,junction,0,0,0
n2376218059,n2376218059,,26.457112,94.001382,junction,0,0,0
n2376218069,n2376218069,,26.458225,93.997432,junction,0,0,0
n2376218186,n2376218186,,26.529863,94.053071,junction,0,0,0
n2376218325,n2376218325,,26.546606,94.053681,junction,0,0,0
n2376218879,n2376218879,,26.596109,94.062225,junction,0,0,0
n2376219019,n2376219019,,26.606798,94.075479,junction,0,0,0
n2376219052,n2376219052,,26.609429,94.081995,junction,0,0,0
n2376219107,n2376219107,,26.612593,94.085564,junction,0,0,0
n2376219198,n2376219198,,26.617842,94.091637,junction,0,0,0
n2376726550,n2376726550,,27.272903,94.900911,junction,0,0,0
